Item ID,Sentiment,SentimentText,Clean_text
1135,0,@sureshpprabhu @RailMinIndia train 12807 S1 heavily soiled dirty toilets. Senior citizens facing problem. Train reaching lalitpur,train s heavily soiled dirty toilet senior citizen facing problem train reaching lalitpur
1136,7,@abhineet_hit  Kindly share PNR number. Matter forwarded to the concerned officials @Drmncrald @ed_eeg,kindly share pnr number matter forwarded concerned official
1137,3,@RailMinIndia railway is cheating public if anyone reserving from nzm to Bangalore and boarding in jhansi why catering charge  is from nzm,railway cheating public anyone reserving nzm bangalore boarding jhansi catering charge nzm
1138,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/bACOZnpAQi,httpstcobacoznpaqi
1139,5,"@RailMinIndia hv bn tryin to buk tkts in tatkal quota,bt erytim witin 1mints all tkts usd to buk in any class.kndly prvnt unfair prctce.",hv bn tryin buk tkts tatkal quotabt erytim witin mint tkts usd buk classkndly prvnt unfair prctce
1140,0,@RailMinIndia @sureshpprabhu : No water in the S3 compartment of 22149 (Ers-Pune Express) train. Ticket PNR no. is 4631896219. Need help.,no water s compartment erspune express train ticket pnr need help
1141,1,a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr 4512791357,sweeper supposed thief matter passenger cntrl pnr
1142,5,@RailMinIndia This is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from RANCHI POST OFFICE.,this bring yur notice bcoz agent r able book tatkal tkt ranchi post office
1143,0,@RailMinIndia sir railway parcel service tracking not working and we are not able to found out parcel status. I parcelled my bike sbc2ers.,sir railway parcel service tracking working able found parcel status i parcelled bike sbcers
1144,0,@RailMinIndia further train no 12583 is nt clean. Bathrooms are nt properly cleaned.In bathrooms ther is liquid soap 70 percent water mixed.,train nt clean bathrooms nt properly cleanedin bathroom ther liquid soap percent water mixed
1145,5,@yksharma1985 @RailMinIndia According to this PNR number 2138640781 your berth no. is RAC/S10/55 &amp; attended by on duty TTE,according pnr number berth racs amp attended duty tte
1146,5,@RailMinIndia Sir please resolve my issue of refund of PNR no.2759103001 I have not received my refund after &gt;100 days Kindly look into this,sir please resolve issue refund pnr i received refund gt day kindly look
1147,3,Selling tea of Rs. 10 instead of Rs. 7 and water bottle is selling of local company of Rs 20. PNR 6208706148â¦ https://t.co/d5HlFMqftU,selling tea rs instead rs water bottle selling local company rs pnr â httpstcodhlfmqftu
1148,7,"@RailMinIndia @MohdHussain77 Sir, thanks for calling us.",sir thanks calling u
1149,7,@RailMinIndia my contact number is +919205535799Thanks,contact number thanks
1150,7,@RailMinIndia @irctceastzone 6506401270,
1151,0,"@RailMinIndia Dear sir, I am traveling in awadh assam exp PNR 2817784641, there is no water in washroom and so dirty coach..",dear sir i traveling awadh assam exp pnr water washroom dirty coach
1152,3,"@RailMinIndia @sureshpprabhu I am on 19061 Ramnagar Express An early morning train Without Pantry ,But Food facilities required .",i ramnagar express an early morning train without pantry but food facility required
1153,4,"@sureshpprabhu @RailMinIndia PNR:6153238504 Train 1.5 hour late departure, Coach S8 brake chains not working. My brother fell, now injured.",pnr train hour late departure coach s brake chain working my brother fell injured
1154,6,@RailMinIndia @drmljn @ Thanks for support and quick action,thanks support quick action
1155,1,"@RailMinIndia @gmwcrailway @drmkota Have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15,",have lost laptop bag nzm indbon janpnr no amp fir no
1156,7,@abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia Matter advised to concerned official @SrdeechgAld for necessary action.,matter advised concerned official necessary action
1157,5,"@sureshpprabhu @RailMinIndia pnr - 8347395011 partly cancelled on 31st may no refund issued, complaint ticket raised IRCTC#3496001 on 6thJun",pnr partly cancelled st may refund issued complaint ticket raised irctc thjun
1158,6,@sureshpprabhu @RailMinIndia @narendramodi Indian railway is improving its services. Thanks team railway.,indian railway improving service thanks team railway
1159,6,RT @HariNYadav: #498aJailsInnocent ,rt ajailsinnocent
1160,1,"found a bag with no owner, police not taking any action pnr 4512791357",found bag owner police taking action pnr
1161,6,@RailMinIndia @eastcoastrail SBP div observed Intl. Level Crossing Awareness Day #ILCAD. Naukad Natak by Scout team https://t.co/gpuDaMLHiR,sbp div observed intl level crossing awareness day ilcad naukad natak scout team httpstcogpudamlhir
1162,2,@RailMinIndia TRAIN NUMBER 14523 BOGGIE AC B1 SEAT NUMBER 41 42 43 NEED DOCTOR HELP URGENTLY  PLEASE HELP ASAP MOBILE NUMBER 8400323260.,train number boggie ac b seat number need doctor help urgently please help asap mobile number
1163,6,@RailMinIndia @PMOIndia if railways can take such progressive steps then why can't agricultural n finance ministry,railway take progressive step cant agricultural n finance ministry
1164,7,@RailMinIndia @GM_NRly  @drmdelhi  @sureshpprabhu Concerned RPF staff/TTE on duty was informed in this concern for taking appropriate action,concerned rpf stafftte duty informed concern taking appropriate action
1165,5,"@RailMinIndia  PNR-2646988021 I ws lkng fr lwr birth, but not alwd, wn brded lwr birth was empty, I trvld on lwr birth, why this happens",pnr i w lkng fr lwr birth alwd wn brded lwr birth empty i trvld lwr birth happens
1166,6,@WesternRly @DRMBRCWR @drmbct @RailMinIndia @PiyushGoyalOffc @PiyushGoyal We want passanger train between bharuch tâ¦ https://t.co/tEBXrWdYha,we want passanger train bharuch tâ httpstcotebxrwdyha
1167,6,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1â¦ https://t.co/OlzONbm5Bo,httpstcoolzonbmbo
1168,5,"@RailMinIndia @sureshpprabhu @gmwcrailway travelling from BPL to CWA due to urgent reasons, had 1 confirmed 3-tier AC ticket...",travelling bpl cwa due urgent reason confirmed tier ac ticket
1169,0,"@RailMinIndia train no 12551 , b10,23 .here water is leaking from AC.  Please do the needful.",train b water leaking ac please needful
1170,6,RT @shreerangkhare: How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner wheâ¦ ,rt how respect people lost life elphinstone bridge they must remembered manner wheâ
1171,5,"@RailMinIndia @sureshpprabhu sir, i hv mistyped gender in tatkal ticket fr 2mrow. hw to crrct plz help.otrwise my monety will go in vain.",sir hv mistyped gender tatkal ticket fr mrow hw crrct plz helpotrwise monety go vain
1172,5,@RailMinIndia tryng to buk a ticket since 15 days for my old and ailing grndfather. agents askng 2k more for a sleeper ticket. what to do?,tryng buk ticket since day old ailing grndfather agent askng k sleeper ticket
1173,5,@RailMinIndia @DrmChennai @sureshpprabhu Booked bedsheets when ticket online bt. attendent not given.Trno.12269.Pnr.4740507848.S3/41&amp;44,booked bedsheets ticket online bt attendent giventrnopnrsamp
1174,6,"@RailMinIndia @sureshpprabhu Rly's only retwets when it's all praises 4 them; when thr r qstns or info, nthng is rplied or retwtd, vry sad!!",rlys retwets praise thr r qstns info nthng rplied retwtd vry sad
1175,3,"@sureshpprabhu @RailMinIndia  sir i m in 12394 sampoorna kranti S2 48,catering team is doing coruption ...they r selling Rs15 item in Rs20",sir sampoorna kranti s catering team coruption r selling rs item rs
1176,0,"@sureshpprabhu @PMOIndia @RailMinIndia Sir, unable 2 sit in Gwl intercity express due to smell &amp; tempered seats. V poor experience. Pl help",sir unable sit gwl intercity express due smell amp tempered seat v poor experience pl help
1177,0,@RailMinIndia @sureshpprabhu every where i see that how water is being wasted  in Railway st where is infrastructure https://t.co/mIWrUhzkwh,every see water wasted railway st infrastructure httpstcomiwruhzkwh
1178,0,@RailMinIndia I am travelling in 12436 DBRT Rajdhani Exp. No charging point on side lower/upper berth. This is not fair Very Bad Experience.,i travelling dbrt rajdhani exp no charging point side lowerupper berth this fair very bad experience
1179,6,@RailMinIndia @sureshpprabhu   sir Plz improve your UTS services and support team also .. bcz  i cnt trf my ac to new ph no proper support.,sir plz improve uts service support team also bcz cnt trf ac new ph proper support
1180,3,@RailMinIndia pantry staff is not up to the mark in 12708 they are taking 20 rupees for water bottle and not giving back 5 rupees to yatri.,pantry staff mark taking rupee water bottle giving back rupee yatri
1181,4,@sureshpprabhu sir please review the time table of 14236 bnaras bareiley exp its become bullock cart and running 3 hrs late .@RailMinIndia,sir please review time table bnaras bareiley exp become bullock cart running hr late
1182,0,"@RailMinIndia @sureshpprabhu Madurai Jn ac waiting hall, paid service 10/- per hr 1 ac not working, other not enough https://t.co/dBZTwxHpDN",madurai jn ac waiting hall paid service per hr ac working enough httpstcodbztwxhpdn
1183,6,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,check thief catcher the prolific reader instafreebie freebook whattoread pnr httpstcojbhtsoj httpstcobrsurxmbyu
1184,4,"@sureshpprabhu @RailMinIndia Another tweet, same issue, Why train # 12411 is delayed at Ludhiana every single day by 35-40 mins. Today again",another tweet issue why train delayed ludhiana every single day min today
1185,6,@niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmnedâ¦ https://t.co/6u0NSeNxDv,httpstcounsenxdv
1186,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 RE not working. Plz check MCB DOWN https://t.co/eP71zwSkHv,water cooler platform re working plz check mcb down httpstcoepzwskhv
1187,5,@RailMinIndia @sureshpprabhu sir we have booked tickets in mahanagri exp..but my mom is alone in s8 n we r in s3 ...pls help..,sir booked ticket mahanagri expbut mom alone n r pls help
1188,2,"@RailMinIndia need medical assistance for a child travelling in train no 15097, coach no- B2,CONTACT NO-9469269631",need medical assistance child travelling train coach bcontact no
1189,6,@leomanojc @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Bes1TzmXoI,httpstcobestzmxoi
1190,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe food https://t.co/VZEzNLwutr,train c found fly food unhygenic unsafe food httpstcovzeznlwutr
1191,0,"fan's speed not decreasing , we need help pnr 4512791357",fan speed decreasing need help pnr
1192,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/DFog53q7Pk,vendor simply overcharging charging r instead r printed mrp httpstcodfogqpk
1193,7,@RailMinIndia @BannaDipaksa SSE Telecom at MSH will be send tomorrow  dt 03/12/2017.,sse telecom msh send tomorrow dt
1194,3,"@RailMinIndia, @sureshpprabhu, Sir, Comesum h Nizamuddin has served spoiled food today evening, they should be penalise, pl check &amp; do nedfl",sir comesum h nizamuddin served spoiled food today evening penalise pl check amp nedfl
1195,4,"train is at halt for the last 4.5 hrs amidst of jungle, wt the fkk is happening??? pnr 4512791357",train halt last hr amidst jungle wt fkk happening pnr
1196,5,@sureshpprabhu @RailMinIndia cant able to book tatkal ticket from pnbe to hwh. But only unauthorized agent can book...need help,cant able book tatkal ticket pnbe hwh but unauthorized agent bookneed help
1197,6,Mischief Bundle - #KindleCountdown Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica  #Erotica #Booklovers #LPRTGâ¦ https://t.co/wghZsGZszU,mischief bundle kindlecountdown sale story bundle ff amp mf pnr erotica erotica booklovers lprtgâ httpstcowghzsgzszu
1198,3,@RailMinIndia @sureshpprabhu  But it is not at all impressive to see the pantryman with tip collection tray in Rajdhanis. Imagine same in AI,but impressive see pantryman tip collection tray rajdhanis imagine ai
1199,5,@RailMinIndia:awaiting refund for pnr 6447664244 frm 7 month.plz help.,awaiting refund pnr frm monthplz help
1200,0,@sureshpprabhu @RailMinIndia : Meerut City Station Platform 2/3 are relatively dirty. Sweeping required. https://t.co/AwQUu355e1,meerut city station platform relatively dirty sweeping required httpstcoawquue
1201,5,@sureshpprabhu @RailMinIndia PNR is 2544989573. Many Thanks beforehand !!,pnr many thanks beforehand
1202,4,@RailMinIndia @sureshpprabhu there is huge problm of chain pulling on delhi Udz #chetakexpress &amp; got late always plz look into this.,huge problm chain pulling delhi udz chetakexpress amp got late always plz look
1203,6,@RailMinIndia Thanks a lot Indian Railways the query has been resolved....really Mera desh badal raha hai.Namo namo,thanks lot indian railways query resolvedreally mera desh badal raha hainamo namo
1204,4,@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late..,train rescheduled still departits sadalready hr late
1205,5,@RailMinIndia @IRCTC_Ltd Using IRCTC tatkal service ruined my journey. Poor server response.  Website hang/not open Toady for 45 min,using irctc tatkal service ruined journey poor server response website hangnot open toady min
1206,0,@RailMinIndia in train18234 coach s5 seat no6 fan not working. Plz help,train coach seat fan working plz help
1207,0,"@RailMinIndia Window glass are not at all visible, pls get this clean urgently,PNR:6352386558,TRAIN:18030,DOJ:08-06-16,2A,PKU-LTT,Dep:16:35",window glass visible pls get clean urgentlypnrtraindojapkulttdep
1208,6,@RailMinIndia Announcement done !!!,announcement done
1209,1,"copassenger playing loud music , not obeying the tt too, sort it out pnr 4512791357",copassenger playing loud music obeying tt sort pnr
1210,3,"@RailMinIndia Getting a #tatkal AC ticket 4m Pune 2 Bhubaneswar, vice-versa is very much difficult via @IRCATERING website @sureshpprabhu",getting tatkal ac ticket pune bhubaneswar viceversa much difficult via website
1211,4,@RailMinIndia plz continue train no 14307-14308,plz continue train
1212,5,@RailMinIndia Please charge cancellation fee with a logical algorithm. 760 INR for cancelling a ticket within 15 minutes is outrageous!!,please charge cancellation fee logical algorithm inr cancelling ticket within minute outrageous
1213,5,@DRMbhopal An aged lady has been alloted upper berth in 22911. PNR no. 8553362063. Kindly see if any modifications possible.,an aged lady alloted upper berth pnr kindly see modification possible
1214,7,@RailMinIndia @soorajkumarv @GMSRailway Noted informed concerned department,noted informed concerned department
1215,3,@RailMinIndia spreading foodfor service at washdoors incoaches persistingin rajdhanitoo.litterbinwith foodresidues kept closebyalso.stopit,spreading foodfor service washdoors incoaches persistingin rajdhanitoolitterbinwith foodresidues kept closebyalsostopit
1216,4,"@RailMinIndia Maveli Express is always late by 30 to 60 minutes and Ernakulam,  this is being noted for an year. https://t.co/MEbiSmJduq",maveli express always late minute ernakulam noted year httpstcomebismjduq
1217,6,@sureshpprabhu @RailMinIndia  I would like to thank your team for giving me such a wonderful experience of train travel. Salute to good work,i would like thank team giving wonderful experience train travel salute good work
1218,0,@RailMinIndia No hygiene in Secunderabad-Gorakhpur train. All train smelling bad.Toilets are not maintained.,no hygiene secunderabadgorakhpur train all train smelling badtoilets maintained
1219,5,"@RailMinIndia  @IRCTC_Ltd  HV cancelled  tkt on May,27,2016 PNR 8647308131  Refund amount of Rs.3790 received today. Thank U.TDR payment ?",hv cancelled tkt may pnr refund amount rs received today thank utdr payment
1220,5,@RailMinIndia Talk to RPF head quater I am satisfied that they will provide full protection of Tatkal reservation counter to general people.,talk rpf head quater i satisfied provide full protection tatkal reservation counter general people
1221,3,@RailMinIndia IRLRO Welcomes decision on stn baby food stalls but r babies safe with drivers running trains w/o time for foodRefNaturalcall,irlro welcomes decision stn baby food stall r baby safe driver running train wo time foodrefnaturalcall
1222,2,"two copassengers fought brutally, 1 got a head injury.1!! His  pnr 4512791357",two copassengers fought brutally got head injury his pnr
1223,7,@sureshpprabhu  @RailMinIndia  The cleanliness feedback overphone is appreciated.But feedback for which station is not clearly mentioned.1/2,the cleanliness feedback overphone appreciatedbut feedback station clearly mentioned
1224,0,@RailMinIndia There is very slow Air conditioning in 3AC coach no. BE1 . train - 19269 Porbandar-Motihari PNR 8247039410,there slow air conditioning ac coach be train porbandarmotihari pnr
1225,5,"@RailMinIndia Paid 200 bribe 2 T.c when T.c askd fr ticket, T.c didnt gav any recipt ,train 12565 S5 nxt stp ND https://t.co/bP2VJdxWoV",paid bribe tc tc askd fr ticket tc didnt gav recipt train s nxt stp nd httpstcobpvjdxwov
1226,0,"@RailMinIndia @sureshpprabhu @DrmDnr Its a shame dat  despite of instructions from GM,Patna rail administration is idle in cleaning dis mesh",its shame dat despite instruction gmpatna rail administration idle cleaning dis mesh
1227,1,"@RailMinIndia @prakashroshan20 Sir, u r mobile phone could not be traced.Pl lodge missing report with GRP.",sir u r mobile phone could tracedpl lodge missing report grp
1228,6,@SirDebasis @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/cImqnkJTwC,httpstcocimqnkjtwc
1229,1,"@RailMinIndia @ShilpaDakle Mam, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC.",mam fir lodged grppalghar vide crno us ipc
1230,2,@RailMinIndia we all are in rac pnr no. 6352836568.....have 2 children and 1 medical practice.... all waiting list... need help...,rac pnr child medical practice waiting list need help
1231,6,@NitinSubudhi @RailMinIndia @PiyushGoyal 4 paise legally sahi daam pe bech ke bhi kamay jaa sakte hai.,paisa legally sahi daam pe bech ke bhi kamay jaa sakte hai
1232,4,@RailMinIndia 19916 intercity exp mg is getting late each day. It is requested to make the stoppage of every exp train at 8 am,intercity exp mg getting late day it requested make stoppage every exp train
1233,0,@RailMinIndia @sureshpprabhu  dhauli worst train.12822 coach C1 ac not wrkng. refund money .why is this coach even there when ac nt working?,dhauli worst train coach c ac wrkng refund money coach even ac nt working
1234,1,@RailMinIndia 2 persons with weapon robbed me in GawhatiExpress.I lost my Iphone6.i got all the details with proofs of the robberer.helpme,person weapon robbed gawhatiexpressi lost iphonei got detail proof robbererhelpme
1235,5,"@RailMinIndia @sureshpprabhu I Booked TDR on Feb 22, 2016 against Ticket PNR No 6652029847 and i had not got any response till today.",i booked tdr feb ticket pnr no got response till today
1236,4,"@RailMinIndia @drmmumbaicr @gm_crly Tweet No 4, Late Again today during morning peak hours by 20-25 mins. Jam Packed. Made In India.",tweet no late again today morning peak hour min jam packed made in india
1237,5,"@RailMinIndia   sir, I hv booked a ticket yesterday online from delhi to patna but it was not confirmed and money has also not been refunded",sir i hv booked ticket yesterday online delhi patna confirmed money also refunded
1238,7,"RT @RailwayNorthern: @IndiaBTL @RailMinIndia @PiyushGoyal @PMOIndia ""NR does not purchase National Herald for distribution in trains. Eiâ¦ ",rt nr purchase national herald distribution train eiâ
1239,6,"Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travellâ¦ https://t.co/0rVpCBElEB",petition like continually cut pso invest public transport travellâ httpstcorvpcbeleb
1240,1,"@PiyushGoyal PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen.",pnr trn dt frm mgs ctc clsa pb sir i lost shoesmay one stolen
1241,7," @SHIVAM_1234515 Sir, inconvenience regretted. Please lodge your FIR (if not lodged) with GRP and pursâ¦ https://t.co/lSb34osAX0",sir inconvenience regretted please lodge fir lodged grp pursâ httpstcolsbosax
1242,4,@sureshpprabhu @RailMinIndia @DRM_Agra @drm_moradabad pls see the status of this train.starts late frm destination https://t.co/iFUgYwfkjj,pls see status trainstarts late frm destination httpstcoifugywfkjj
1243,7,@RailMinIndia @Uttambanerjee10 @ed_eeg @drmnfr_lmg Matter notified to officials concerned @electrlbzascr,matter notified official concerned
1244,5,@RailMinIndia @sureshpprabhu Sir is there a way you guys track legal allocation of rac seats?Am travelling on a half seat pnr:8347530093 1/2,sir way guy track legal allocation rac seatsam travelling half seat pnr
1245,5,@RailMinIndia pls confirm about my reservation or make my money refund,pls confirm reservation make money refund
1246,0,"unremoved heavy bedrolls , stinky smell pnr 4512791357, 1 cleanup reqd",unremoved heavy bedroll stinky smell pnr cleanup reqd
1247,6,"@RailMinIndia @sureshpprabhu Sir, Great thought. Jabse aap aayen hain Rail to jaise pankh laga ke ud rahi hai.Thanks https://t.co/bhFbCEyFK6",sir great thought jabse aap aayen hain rail jaise pankh laga ke ud rahi haithanks httpstcobhfbceyfk
1248,0,@sureshpprabhu @RailMinIndia Platform No 4&amp;5 of #bhopal needs to be cleaned immediately. My PNR 8747162916 Waiting https://t.co/oX7ONddOZX,platform no amp bhopal need cleaned immediately my pnr waiting httpstcooxonddozx
1249,0,"@RailMinIndia @RailMinistry_in Train no.:12618 - Mangala Express, just boarded the train from panvel; Boggie No.: A2.The coach is not clean.",train mangala express boarded train panvel boggie no athe coach clean
1250,3,"@sureshpprabhu @RailMinIndia sir there is local water bottle(pawan aqua)selling on New Delhi rly stn. No railneer,Railway looses its revenue",sir local water bottlepawan aquaselling new delhi rly stn no railneerrailway loos revenue
1251,4,@RailMinIndia @RailwayNorthern Why the train start 2 hours late from the beginning? https://t.co/mmkr6Sf8Ki,why train start hour late beginning httpstcommkrsfki
1252,3,"@RailMinIndia @sureshpprabhu TRAIN NO 12764 S13 No water please address finding difficult Seat no S13 42,43,45,46,48",train no s no water please address finding difficult seat s
1253,0,"@sureshpprabhu @RailMinIndia Train number 12673 coach B5 3A seat 30UB Rats, no cleaning, no blanket. ?? https://t.co/xA4ChiTMEI",train number coach b a seat ub rats cleaning blanket httpstcoxachitmei
1254,4,12142 train stops at thane or not @RailMinIndia please reply,train stop thane please reply
1255,0,@RailMinIndia @sureshpprabhu proper maintenance in Samatha express light and fan not working at pnr 6655960301,proper maintenance samatha express light fan working pnr
1256,5,Please  help @RailMinIndia. WHY CAN'T WE BOOK TICKETS FOR TRAIN NUMBER 52145? @IRCTC_Ltd NOT RESPONDING to emailsâ¦ https://t.co/gLrBwj7mFA,please help why cant we book tickets for train number not responding emailsâ httpstcoglrbwjmfa
1257,0,"@RailMinIndia , travelling in train no 12759 A1 46, till 10 pm charging point is working, now it's not working in whole compartment",travelling train a till pm charging point working working whole compartment
1258,5,@sureshpprabhu @RailMinIndia @narendramodi @PMOIndia Pls print the Menu of Indianrailways on backside of the ticket,pls print menu indianrailways backside ticket
1259,2,"pregnant lady needs the help of some lady doctor immediately, her pnr 4512791357",pregnant lady need help lady doctor immediately pnr
1260,4,"@RailMinIndia asked about trn no-14312 to station master,it was brought to notice that the train has a history of being late.plz look (2/2)",asked trn station masterit brought notice train history lateplz look
1261,4,@drmncrald @RailMinIndia @PiyushGoyal @GMNCR1 @anuj0109 @rakeshgoswamiHT 1st stop HO quota of 35 seats you offer inâ¦ https://t.co/BJHFCmNHjh,st stop ho quota seat offer inâ httpstcobjhfcmnhjh
1262,5,@RailMinIndia sir Ji what corrective action taken for long queue at reservation counter and dull booking staff. Very disappointing .,sir ji corrective action taken long queue reservation counter dull booking staff very disappointing
1263,0,@sureshpprabhu @RailMinIndia Dear Sir I am travelling in 19046 train &amp; there is no water in toilets. The condition of the train is worst.,dear sir i travelling train amp water toilet the condition train worst
1264,5,@RailMinIndia Train No 12683 travelled on 08/06/16 Awy to Otp in S5 71 TTE collected SL charge not issued receipt https://t.co/F52ZjigpH7,train no travelled awy otp s tte collected sl charge issued receipt httpstcofzjigph
1265,3,@RailMinIndia punitive action needs to be taken against vendors seling articles more than mrp. Tolfree no takes long waiting time aprox 30 M,punitive action need taken vendor seling article mrp tolfree take long waiting time aprox m
1266,2,@RailMinIndia Its shocking that Nzm- Pune 04418 didn't have a first aid box when required. An 8-yr old waited 35 mins for help to arrive.,its shocking nzm pune didnt first aid box required an yr old waited min help arrive
1267,5,"@RailMinIndia @sureshpprabhu: need2travel with my 57yrs old sick mother n 60yrs father 4medical purpose, tickets nt confirmed,PNR 6755602571",needtravel yr old sick mother n yr father medical purpose ticket nt confirmedpnr
1268,5,@RailMinIndia is there a magistrate checking in 14318 ?  . 2-3 women are in train as part of checking team but no id cards,magistrate checking woman train part checking team id card
1269,5,"@RailMinIndia @sureshpprabhu sir, almost 20 days after I booked a ticket through irctc, still haven't got the refund. Irctc asks me cont.",sir almost day i booked ticket irctc still havent got refund irctc asks cont
1270,3, Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satnaâ¦ https://t.co/IuU9c2arbi,train pantry ampthey unable find milk ald could u please help next stop satnaâ httpstcoiuucarbi
1271,1,"@RailMinIndia @ManiarSonam Mam, FIR has been lodged by GRP/Ahmedabad  vide Cr.No. 99/16 U/S 379 IPC.",mam fir lodged grpahmedabad vide crno us ipc
1272,5,"@RailMinIndia sir my train ticket is not comform from Abu Road to Mumbai, my mother is sick, plz help sir. PNR NO 2217892889 DOJ 9.6.16",sir train ticket comform abu road mumbai mother sick plz help sir pnr no doj
1273,4,@RailMinIndia PNR 4858754692 It was extremely difficult boarding the train and getting our seats from the unreserveâ¦ https://t.co/PnQR5EXbwS,pnr it extremely difficult boarding train getting seat unreserveâ httpstcopnqrexbws
1274,1,@sureshpprabhu @RailMinIndia my mom 73 a cancer patient lost her tatahospital smart card in train (cont) https://t.co/lXFqoUOdkA,mom cancer patient lost tatahospital smart card train cont httpstcolxfqouodka
1275,0,paid for ac but feeling the hotness of railways negligence. Attention needed immediately pnr 4512791357,paid ac feeling hotness railway negligence attention needed immediately pnr
1276,4,"train diverted from its actual route , no knowlwdge of where the fuck are we being taken.track us pnr 4512791357",train diverted actual route knowlwdge fuck takentrack u pnr
1277,6,@RailMinIndia @sureshpprabhu kudos to you sir.6mb/s speed unbelievable.#cleaneststation#freewifi#Thank you https://t.co/xhwqxBKc0y,kudos sirmbs speed unbelievablecleaneststationfreewifithank httpstcoxhwqxbkcy
1278,3,@RailMinIndia @sureshpprabhu Please Give the Pantry Menu and RateCard on Line. This will avoid manyControversy during a Train journey.,please give pantry menu ratecard line this avoid manycontroversy train journey
1279,5,"@RailMinIndia  sir my train ticket is not comform from Abu Road to Mumbai, my mother is sick, plz help sirPNR NO 2217892889DOJ 9.6.16",sir train ticket comform abu road mumbai mother sick plz help sirpnr no doj
1280,5,"@RailMinIndia Hello Sir,we have booked ticket thro online and only my wife got in frm the boarding station. I could joined ftm anthr station",hello sirwe booked ticket thro online wife got frm boarding station i could joined ftm anthr station
1281,5,@RailMinIndia @sureshpprabhu tickets only on mobile is still not feasible. Please review it.,ticket mobile still feasible please review
1282,6,@RailMinIndia @sureshpprabhu  I am sure that railwys only care abt posting on twittr and fb. I posted my issue many times now and no reply.,i sure railwys care abt posting twittr fb i posted issue many time reply
1283,1,"mobile stolen , need 1 help to track it pnr 4512791357",mobile stolen need help track pnr
1284,4,"@RailMinIndia Sachkhand express (12715) late by 7+ hours. Just buying Japanese trains won't help, IR should learn fâ¦ https://t.co/4x33yIQDxL",sachkhand express late hour just buying japanese train wont help ir learn fâ httpstcoxyiqdxl
1285,6,RT @carole_mortimer: #PNR #fantasy #BookBoost #IARTG #EARTG #ASMSG #IAN1 #mgtab #tw4rw #NewRelease DERYK (Dragon Hearts 2)â¦ ,rt pnr fantasy bookboost iartg eartg asmsg ian mgtab twrw newrelease deryk dragon hearts â
1286,1,@RailMinIndia this is our security when train is running pic of 64231 bbk-lko &amp; train guard is sleeping at malhore https://t.co/vOutGI7SWn,security train running pic bbklko amp train guard sleeping malhore httpstcovoutgiswn
1287,7,@DrmChennai @RailMinIndia In Bangalore  no charges  . Any circulars  from Railway  ministry. Attach,in bangalore charge any circular railway ministry attach
1288,5,@RailMinIndia @sureshpprabhu kindly allow the mobile user's to book tickets during 8-12 am also on irctc app currently the app is not useful,kindly allow mobile user book ticket also irctc app currently app useful
1289,4,@RailMinIndia @sureshpprabhu Plz mk TTE wear nameplats on duty or they ll be not authorize to chk ticket.they dont wear nameplate &amp; tk money,plz mk tte wear nameplats duty authorize chk ticketthey dont wear nameplate amp tk money
1290,0,"@RailMinIndia @SRailwayIndia @railministerindia 16345 running 3+ hrs late S1 coach dont have any water, charging point not working",running hr late s coach dont water charging point working
1291,4,@drmmumbaicr @RailMinIndia @drmljn Please share coach position for 11016 khushinager ex0,please share coach position khushinager ex
