Item ID,Sentiment,SentimentText,SentimentText_Copy
987,7,"RT @DRMbhopal: @RailMinIndia @sanjaygupta2012 Train already departed Itarsi , Matter forwarded to concerned @BhusavalDivn",rt    train already departed itarsi  matter forwarded to concerned
988,6,RT @swabhimani1: We are thankful 2 on behalf of The People ofâ¦ ,rt  we are thankful  on behalf of the people of
989,6,RT @DOTrPH: READ: Construction of Manila-Clark Railway project to start soon. The contract for the construction supervision andâ¦,rt  read construction of manilaclark railway project to start soon the contract for the construction supervision and
990,4,@sureshpprabhu ??train arrived DDN at 8:45am i.e 1hr late but NTES shows no delay.????#FalseInfo @RailMinIndia https://t.co/C1atSNd7EG,train arrived ddn at am ie hr late  ntes shows no delayfalseinfo  httpstcocatsndeg
991,0,"@RailMinIndia Boarded train number 04416, starting from new delhi station. B2 compartment is completely dirty. https://t.co/RDUd17zIix",boarded train number  starting from new delhi station b compartment  completely dirty httpstcordudziix
992,6,@sureshpprabhu @RailMinIndia aadhar will help Railway in many ways. During accidents and other incidents plus you have the perfect info of,aadhar will help railway  many ways during accidents and other incidents plus you have the perfect info of
993,6,RT @ErGKSWAMY1: @seevivekhere Ask them to join @airef_official  under the dynamic leadership of @AirefPr @airef1234 and fight for jâ¦,rt   ask them to join   under the dynamic leadership of   and fight for j
994,4,@RailMinIndia the western railways in Mumbai are delayed by 20min and is halting between stations for long intervals due to 20min rains??? ??,the western railways  mumbai are delayed by min and  halting between stations for long intervals due to min rains
995,6,@RailMinIndia  sir trn me LED light kyu nai lgwaya aapne ??,sir trn me led light kyu nai lgwaya aapne
996,0,@RailMinIndia SirPnr 2763195241 B7 seat no 15 train no 22694. There is no one to listen for increasing AC temp. We are feeling cold.,sirpnr  b seat no  train no    no one to listen for increasing ac temp we are feeling cold
997,4,"@AshwaniLohani sir,12303 ex_01 Dec. started 13 hr late further delayed by 20 hrs while reaching Ald. Req help to reâ¦ https://t.co/B0JBeZrk6m",sir ex dec started  hr late further delayed by  hrs while reaching ald req help to re httpstcobjbezrkm
998,1,@RailMinIndia pls advised me what to do my railway tikit stolen for tomorrow journey. How can i travel. I got them from window of jaipur sta,pls advised me what to do my railway tikit stolen for tomorrow journey how can i travel i got them from window of jaipur sta
999,0,"@RailMinIndia @sureshpprabhu Sir my train no. 12186 coach no. Is S2,6 is and my seat is near toilet and its very dirty and nasty.",sir my train no  coach no  s  and my seat  near toilet and its very dirty and nasty
1000,6,@RailMinIndia kindly provide tea in kulhad instead of plastic glass,kindly provide tea  kulhad instead of plastic glass
1001,3,@RailMinIndia we r facing problems regarding water bottles carrying by vendors they r not carrying rail neer 12566 train no. 9316822578 cntc,we r facing problems regarding water bottles carrying by vendors they r not carrying rail neer  train no  cntc
1002,0,"@RailMinIndia dear sir AC not working in B2 coach PNR:6552593480,TRAIN:13239,DOJ:09-06-16",dear sir ac not working  b coach pnrtraindoj
1003,5,@PiyushGoyalOffc @eastcoastrail @PiyushGoyal @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some peopleâ¦ https://t.co/5diN9Trtk0,ajmer exp some people httpstcodintrtk
1004,5,@RailMinIndia  Sir der is a problm regrding cancllation for  ticket PNR- 2218747109 .I have mailed 2ur deprtmnt 1 hr b4 deprture of d train,sir der  a problm regrding cancllation for  ticket pnr  i have mailed ur deprtmnt  hr b deprture of d train
1005,5,@sureshpprabhu @RailMinIndia @drmhowrah help about failed Transaction(Trans Id-100000528040706)after booking ticket https://t.co/mH2HvZzVOI,help about failed transactiontrans idafter booking ticket httpstcomhhvzzvoi
1006,6,RT @Parsikpravasi: @RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaam @PiyushGoyal @mumbairailusersâ¦ ,rt
1007,6,@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Cleaning staff is now cleaning coach's floor in regular intervals.,cleaning staff  now cleaning coachs floor  regular intervals
1008,1,"@RailMinIndia This Guy is missing on Tuesday Name-Avinash Singh,Age - 23Plz help to find out 7873737047 9938178192 https://t.co/PtJDOF0vSg",this guy  missing on tuesday nameavinash singhage  plz help to find out   httpstcoptjdofvsg
1009,6,@RailMinIndia @sureshpprabhu tiger xpress looks amazing..thought prices are bit on higher side..https://t.co/VApia59DCN,tiger xpress looks amazingthought prices are bit on higher sidehttpstcovapiadcn
1010,3,@RailMinIndia Hpy 2 gv clniness review on trn bt stl wter btls being sold at 20 instead of 15. No railneer avlbl at Agra Mathura jn.,hpy  gv clniness review on trn bt stl wter btls being sold at  instead of  no railneer avlbl at agra mathura jn
1011,4,@sureshpprabhu @RailMinIndia @Bharatsingh_BJP evry mnth I remind abt a project inaugurated by suresh ji himself in Ballia. Home of late. PM,evry mnth i remind abt a project inaugurated by suresh ji himself  ballia home of late pm
1012,5,@RailMinIndia train will arrive here in 1 hour please do something so that the ticket do not get alotted to another person please help,train will arrive here   hour please do something so that the ticket do not get alotted to another person please help
1013,5,@Railminindia sri @sureshpprabhu sir Tatkal reservation me dalali pratha kab band hoga sir?janta trast aur aap mast kyo sir?,sri  sir tatkal reservation me dalali pratha kab band hoga sirjanta trast aur aap mast kyo sir
1014,3,"@sureshpprabhu @RailMinIndia Sir think of changing menu in NDLS-BCT/NZM-BCT Rajdhani. Since long same Veg, NV meal &amp; snacks r being served.",sir think of changing menu  ndlsbctnzmbct rajdhani since long same veg nv meal amp snacks r being served
1015,0,@sureshpprabhu @RailMinIndia  PNR 8535486976 dirty and used blanket and used bedroll given no one is responding very bad,pnr  dirty and used blanket and used bedroll given no one  responding very bad
1016,6,@PiyushGoyal @RailMinIndia @GMNCR1 @gmncr https://t.co/fL0c1tSAk4,httpstcoflctsak
1017,1,"@RailMinIndia @sureshpprabhu PNR 6453100123 bag lost wid all valuables, docs, money, clothes.@DrmJhansi GRP denied FIR at jhansi. Pls hlp",pnr  bag lost wid all valuables docs money clothes grp denied fir at jhansi pls hlp
1018,4,@RailMinIndia @sureshpprabhu I am on lucknow stn. For 12565 no announcements for delay. #frustrated,i am on lucknow stn for  no announcements for delay frustrated
1019,6,@sureshpprabhu  @RailMinIndia - @KonkanRailway has amazing environment-friendly intitiatives - Deccan Herald https://t.co/Vsn5iA0DzO.,has amazing environmentfriendly intitiatives  deccan herald httpstcovsniadzo
1020,6,"@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Respected sirs, Thank you for quick action and response. I Rahuâ¦ https://t.co/noP1iP8E3n",respected sirs thank you for quick action and response i rahu httpstconopipen
1021,5,"@RailMinIndia Pnr 2647132031, called up 5 time but no response from @IRCTC_Ltd executive are fulls they dont know what to answer. Prabhuji",pnr  called up  time  no response from  executive are fulls they dont know what to answer prabhuji
1022,0,"@RailMinIndia No water in B1,B2,B3,B4 coaches in Train no 12550.",no water  bbbb coaches  train no
1023,0,@RailMinIndia in train18234 fan not working. coach s5 seat no.6 .help please,train fan not working coach s seat no help please
1024,6,@sureshpprabhu @RailMinIndia really disappointed sir :( any suggestions? https://t.co/HCBidpYy48,really disappointed sir  any suggestions httpstcohcbidpyy
1025,5,@RailMinIndia my ID for IRCTC been blocked and I am trying all ways to unlock it and no help.after a long time I wanted to use rail but no,my id for irctc been blocked and i am trying all ways to unlock it and no helpafter a long time i wanted to use rail  no
1026,0,@RailMinIndia I'm travelling by ltt vskp express in second AC A1. Coach cleaning was not don properly can see dust https://t.co/sCMte3t7Qx,im travelling by ltt vskp express  second ac a coach cleaning was not don properly can see dust httpstcoscmtetqx
1027,0,"@RailMinIndia trvlng in Upasana exp fm Ddn 2 hwh, never seen such dirty train. Toilet stinking n water continus falng fm tap. Dustbn ovrflwn",trvlng  upasana exp fm ddn  hwh never seen such dirty train toilet stinking n water continus falng fm tap dustbn ovrflwn
1028,0,@sureshpprabhu @RailMinIndia at thanesar city TNDE temp 45 C and no water in the water cooler please do something https://t.co/qz28wp9AVL,at thanesar city tnde temp  c and no water  the water cooler please do something httpstcoqzwpavl
1029,0,"acs not working ,pnr 4512791357, tt not responding positivelt, what do we pay for ",acs not working pnr  tt not responding positivelt what do we pay for
1030,1,"@RailMinIndia @Chandan05750077 Sir, FIR lodged by GRP/Nagpur vide Cr.No.00/16 U/S 379 IPC has been transferred to GRP/Mughalsarai.",sir fir lodged by grpnagpur vide crno us  ipc has been transferred to grpmughalsarai
1031,6,@RailMinIndia Sir also gv.  Tr. In this way .these tr. Pass. But not come in track .last 4 yrs. https://t.co/J4we7suzbr,sir also gv  tr  this way these tr pass  not come  track last  yrs httpstcojwesuzbr
1032,5,@RailMinIndia Did not receive refund for failed and canceled tickets on 22nd May. Transaction ids are 100000514877723 and 100000514877729,did not receive refund for failed and canceled tickets on nd may transaction ids are  and
1033,5,@RailMinIndia Tried to book Tatkal twice on IRCTC last 5&amp;6 June(15960)Faced EXTERNAL MESSAGE ERROR aftr faild trnsctn.Pls upgrade the server,tried to book tatkal twice on irctc last amp junefaced external message error aftr faild trnsctnpls upgrade the server
1034,6,@sureshpprabhu @RailMinIndia very strict rules n monitoring require 2 maintain cleanliness @ Platforms. Specially in Mumbai. All r spitting,very strict rules n monitoring require  maintain cleanliness  platforms specially  mumbai all r spitting
1035,0,@RailMinIndia @sureshpprabhu water scarcity in rail town chittaranjan also please help people there,water scarcity  rail town chittaranjan also please help people
1036,5,@sureshpprabhu @RailMinIndia tdr filed on jan14 but didn't get refund yet pnr 4158551854 slill showing under process https://t.co/ZrUci1cYGx,tdr filed on jan  didnt get refund yet pnr  slill showing under process httpstcozrucicygx
1037,0,@sureshpprabhu @RailMinIndia only 1 paid toilet on parbhani rly station &amp; it was also closed fr morning. Where to go ladies for toilet?,only  paid toilet on parbhani rly station amp it was also closed fr morning where to go ladies for toilet
1038,4,@RailMinIndia @sureshprabhubjp 12944 is getting late by late...my parents will miss ap exp at jhansi please do the needful..,getting late by latemy parents will miss ap exp at jhansi please do the needful
1039,4,@RailMinIndia for no reason 18625 patna hatia witheld at ranchi jn since 45 min. .plz do chk,for no reason  patna hatia witheld at ranchi jn since  min plz do chk
1040,5,"@sureshpprabhu @RailMinIndia Sir I'm unable to cancel tckt, PNR: 8403941958.Boarding stn is NDLS &amp; chart hasn't been prepared. @IRCTC_Ltd",sir im unable to cancel tckt pnr boarding stn  ndls amp chart hasnt been prepared
1041,0,"@sureshpprabhu @RailMinIndia PNR:4319844232, TRAIN:09457, SANDESH R NAYAK+3,S3 5,6,7,8. Worst toilet maintenance ever seen in any train.",pnr train sandesh r nayaks  worst toilet maintenance ever seen  any train
1042,0,"@RailMinIndia @sureshprabhu we n Train12472/25. AC 2, Neither the AC is working nor we have basic amenities. What do we do? And hot too...",we n train ac  neither the ac  working nor we have basic amenities what do we do and hot too
1043,5,@sureshpprabhu @RailMinIndia PNR 2864288646 Train status: Running yet chart not prepared. Waiting for confirmation since longFacing trouble.,pnr  train status running yet chart not prepared waiting for confirmation since longfacing trouble
1044,5,@RailMinIndia I'm sending u my irctc msg that I received after booking ticket .hoping that u might take some action in this matter,im sending u my irctc msg that i received after booking ticket hoping that u might take some action  this matter
1045,0,@RailMinIndia @drmmadurai - Water pipes in Ramanathapuram Railway Station (RMD) is damaged . Passengers suffer without drinking water supply,water pipes  ramanathapuram railway station rmd  damaged  passengers suffer without drinking water supply
1046,0,"@sureshpprabhu ,@RailMinIndia ,even at Gwalior no action for cleaning the A1 coach  of train no.12643.",even at gwalior no action for cleaning the a coach  of train no
1047,3,"@RailMinIndia Eatables are sold at Railway platforms at much higher cost than MRP e.g., Water bottle MRP Rs. 15 but sold @ Rs. 20. Pl contrl",eatables are sold at railway platforms at much higher cost than mrp eg water bottle mrp rs   sold  rs  pl contrl
1048,5,@RailMinIndia @sureshpprabhu you hav 2 ans sir. Why IRCTC fails?  It makes me frustrating now. How could I go 6 hr journey with general tkt.,you hav  ans sir why irctc fails  it makes me frustrating now how could i go  hr journey with general tkt
1049,6,@DrmChennai @RailMinIndia It is not applicable in other xonal Railway,it  not applicable  other xonal railway
1050,0,@sureshpprabhu @RailMinIndia travelling in 12481 AC Chair car. The condition of the coach is too poor. All the seats require replacement,travelling   ac chair car the condition of the coach  too poor all the seats require replacement
1051,4,@RailMinIndia plz kya rakdhni express nagpur waali 15 mnts k liye delay kar sakte hai.....,plz kya rakdhni express nagpur waali  mnts k liye delay kar sakte hai
1052,7,@mistuni  Kindly share PNR number. Matter forwarded to the concerned officials @Drmwat_ecor @IR_ENHM @IR_EDMECHG @crseecor17,kindly share pnr number matter forwarded to the concerned officials
1053,6,@RailMinIndia plz Start unique scheme PM Rail vikas Yojna and connecting each other Indian city with Rail network,plz start unique scheme pm rail vikas yojna and connecting each other indian city with rail network
1054,4,@RailMinIndia Train 12584 is late frm ANVT. No announcement and no info to passengers.139 is not able to answer about it,train   late frm anvt no announcement and no info to passengers  not able to answer about it
1055,3,"@RailMinIndia @drmdelhi: 2419126211,No cold water bottles in Shtbdi.Attndt sys wait 1hr, aisi aati hai.Y shd i hav to wait or pay 2 rlwys...",no cold water bottles  shtbdiattndt sys wait hr aisi aati haiy shd i hav to wait or pay  rlwys
1056,3,@sureshpprabhu @RailMinIndia it has become a common practice by vendors at all railway stations to charge ?5 more.. https://t.co/m8peFAuFen,it has become a common practice by vendors at all railway stations to charge  more httpstcompefaufen
1057,3,"@RailMinIndia Sir,I think by using irctc railway making fool to passengerAt the time of booking they are giving option for food but ...",siri think by using irctc railway making fool to passengerat the time of booking they are giving option for food
1058,0,@RailMinIndia  Audio system at Charbagh railway station is very poor. No announcement can be  heard clearly.,audio system at charbagh railway station  very poor no announcement can be  heard clearly
1059,3,@RailMinIndia train no 12237 varanasi to jat getting 10rs tea and 120rs per veg thal does irctc practices these rates of catering ?,train no  varanasi to jat getting rs tea and rs per veg thal does irctc practices these rates of catering
1060,6,@Parsikpravasi @BeyondThane @RailMinIndia @rajtoday @Akkibhatkar @Shrikant2025 @ThaneMt @thane_now @MumbraKiAwaamâ¦ https://t.co/HPBRxagjsr,httpstcohpbrxagjsr
1061,7,@RailMinIndia @DevKuma35104438 @IR_ENHM Kindly share your correct PNR for further action.,kindly share your correct pnr for further action
1062,4,"@RailMinIndia marudhar exp is 6 hrs late, have to catch ala hazrt exp in Jaipur which is also late, will miss ala by 5-10 min.Plz help.",marudhar exp   hrs late have to catch ala hazrt exp  jaipur which  also late will miss ala by  minplz help
1063,3,@sureshpprabhu Wonderful food being served in the train.  There is no mechanism to dispose of the waste.  Plastic plates etc. @RailMinIndia,wonderful food being served  the train    no mechanism to dispose of the waste  plastic plates etc
1064,4,@sureshpprabhu @RailMinIndia  Train No- 12396 running damn inordinate late &amp; passengers are exhausted completely .pl do the needful asap !,train no  running damn inordinate late amp passengers are exhausted completely pl do the needful asap
1065,4,"@RailMinIndia  how can one faith on Indian rail , dealy up to 5 hours ...can anyone explain the reason for delay.Hope for a reply from GOD",how can one faith on indian rail  dealy up to  hours can anyone explain the reason for delayhope for a reply from god
1066,4,@drmbct @RailMinIndia @TVC138 @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct The train has stoped at navsari platform but no one is here to see,the train has stoped at navsari platform  no one  here to see
1067,5,"@RailMinIndia @sureshpprabhu  pnr no2546970196,travelling with RAC ticket. There are too many without ticket are travelling.I m still on RAC",pnr notravelling with rac ticket  are too many without ticket are travellingi m still on rac
1068,5,"@RailMinIndia In  Phaphamau railway station ""the staff of ticket booking are very lazy and irresponsible ,need some concern there sir..",phaphamau railway station the staff of ticket booking are very lazy and irresponsible need some concern  sir
1069,7,"@RailMinIndia @VivekVe76991318 @drmsee1 Noted sir, Matter fwd to @drmbsbner",noted sir matter fwd to
1070,5,@RailMinIndia pnr- 6149308733. RAC birth allotted. Any chance of getting confirm birth? TTE says no birth vacant. Foul play suspected.l,pnr  rac birth allotted any chance of getting confirm birth tte says no birth vacant foul play suspectedl
1071,0,"@sureshpprabhu @RailMinIndia train 17302 coach S2 suffering frm bad smell coming out through toilet, wil b reaching dawangere next. Pls help",train  coach s suffering frm bad smell coming out through toilet wil b reaching dawangere next pls help
1072,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 also not running. MCB is Down.Plz see https://t.co/JfCGvztROc,water cooler of platform no  also not running mcb  downplz see httpstcojfcgvztroc
1073,1,"@RailMinIndia, no police patrolling in 17037. Suspicious people(thieves) jumped before ADI.Pantry car people selling water at more than Mrp.",no police patrolling   suspicious peoplethieves jumped before adipantry car people selling water at more than mrp
1074,4,@RailMinIndia sealdah rajdhani 1 n half hour late ...20 m to 6 PM bt still nt train in platform,sealdah rajdhani  n half hour late  m to  pm bt still nt train  platform
1075,6,"@sureshpprabhu , @RailMinIndia  so  much load for Plate form ticket Only one window operating at New delhiPathetic https://t.co/lzyTBrLCow",so  much load for plate form ticket only one window operating at new delhipathetic httpstcolzytbrlcow
1076,3,"@RailMinIndia Sir rail neer in platform charing us 20 rs ,place: madurai jn platform 1. The reason they are saying it is outside kiosk price",sir rail neer  platform charing us  rs place madurai jn platform  the reason they are saying it  outside kiosk price
1077,0,@RailMinIndia  sir there is no water in train toilets &amp; toilets are not cleaned in train no 12628. Now at DAUND JN,sir   no water  train toilets amp toilets are not cleaned  train no  now at daund jn
1078,5,@RailMinIndia Thanks for the reply ..:). PNR-4138201979.,thanks for the reply  pnr
1079,0,@RailMinIndia Sir i journey by train 12355 in S-7 coach water not available please filling water in S-7 PNR NO.6208277709,sir i journey by train   s coach water not available please filling water  s pnr no
1080,4,@RailMinIndia - 14308 arrived Shahjehanpur at 7:30 PM but rail cris shows 56 minutes delay from schedule time 6:50 PM. Why false information,arrived shahjehanpur at  pm  rail cris shows  minutes delay from schedule time  pm why false information
1081,0,"@RailMinIndia PNR:6253063718,TRAIN:15909 with 2 children train fully occupied by unauthorized passengers that we cannt able to go to toilet",pnrtrain with  children train fully occupied by unauthorized passengers that we cannt able to go to toilet
1082,0,"RT @KaliaAjit: Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming intoâ¦ ",rt  sir i am travelling  coach d seat no    sorry to say that wastewater of washbasen  coming into
1083,4,"@RailMinIndiasir, the train no. 22488 from ndls to jogbani (bihar) is running late 7-11 hours daily, please  instruct to regulate it.",the train no  from ndls to jogbani bihar  running late  hours daily please  instruct to regulate it
1084,4,@RailMinIndia Why the train no 12502 has been delayed by more than 3 hours at the source making it difficult to board by 3AM.,why the train no  has been delayed by more than  hours at the source making it difficult to board by am
1085,4,@RailMinIndia No progress.. I'm tweeting again again but there is nighter any solution nor any reply... 16 ghate ho gaye 7 ghante aur hain,no progress im tweeting again again    nighter any solution nor any reply  ghate ho gaye  ghante aur hain
1086,1,@RailMinIndia non compliance of rule at delhi railway station by policeman ajay kumar....he is leaving people without scanning goods,non compliance of rule at delhi railway station by policeman ajay kumarhe  leaving people without scanning goods
1087,5,"@RailMinIndia ?? ??xerox ???? ?? ??? ???? ??? ?? ? ?? ??? ??? ??,????? ticket ??????  ???? ??? ???, ????? ???? ??????? ???,????,08305008854",xerox            ticket
1088,0,"@RailMinIndia, Travelling in train Number 15656, S4 Coach, No water in toilets since morning. Plz help. Train has reached Shamstipur Jn.",travelling  train number  s coach no water  toilets since morning plz help train has reached shamstipur jn
1089,3,"@RailMinIndia I placed an order on Food-on-Track &amp; made the payment online. Neither the food was delivered, nor a refund was made. Help!",i placed an order on foodontrack amp made the payment online neither the food was delivered nor a refund was made help
1090,5,@RailMinIndia @sureshpprabhu sir my pnr no 6153212316 train no 22811 BBS Rajdhani I have waiting list 1 plz help me in getting a berth 1/2,sir my pnr no  train no  bbs rajdhani i have waiting list  plz help me  getting a berth
1091,4,@RailMinIndia bhopal by 2.40hrs.and arrived at jhansi at 2.18hrs. And now it is going to much late as it is moving towards Lucknow.Pls check,bhopal by hrsand arrived at jhansi at hrs and now it  going to much late as it  moving towards lucknowpls check
1092,5,@RailMinIndia -this guy at Raipur st. (CG) denied to give me ticket and also told other staffs to not give me ticket https://t.co/0DVentRWFC,this guy at raipur st cg denied to give me ticket and also told other staffs to not give me ticket httpstcodventrwfc
1093,4,@RailMinIndia @sureshpprabhu @TheDarjChron sir plz make sure that dhr is not neglected cz later it might become a parking lot,sir plz make sure that dhr  not neglected cz later it might become a parking lot
1094,3,"@RailMinIndia, here at palanpur Gujarat , vendor name: vasu mal amul parlour I got amul masti dahi for ?25 (1/2)",here at palanpur gujarat  vendor name vasu mal amul parlour i got amul masti dahi for
1095,0,"@RailMinIndia ,Traveling in 12512 , S4 coach, toilets are not clean , ladies are not able visit toilets",traveling    s coach toilets are not clean  ladies are not able visit toilets
1096,0,@RailMinIndia @sureshpprabhu - train delays and very dirty lavatory area. expected better after 2 years in ministry https://t.co/mRsgOmOEC3,train delays and very dirty lavatory area expected better after  years  ministry httpstcomrsgomoec
1097,0,"@sureshpprabhu @RailMinIndia Suvidha Delhi Barauni Express Train No - 04416No water in toilets, dirty toilet. Plz helpPNR:2765201732",suvidha delhi barauni express train no  no water  toilets dirty toilet plz helppnr
1098,3,@sureshpprabhu @RailMinIndia cannot connect WiFi at chennai central and vendors selling at more prices than displayed on platform no 2.,cannot connect wifi at chennai central and vendors selling at more prices than displayed on platform no
1099,4,@RailMinIndia @GM_NRly 04403 anand vihar Haridwar express stopped @ sahibabad rly stn since 30 Min. Pls do something.,anand vihar haridwar express stopped  sahibabad rly stn since  min pls do something
1100,5,@RailMinIndia Hello sir.myself a common man .I would like to bring to your notice it's high time for tatkal procedures to be revamped.,hello sirmyself a common man i would like to bring to your notice its high time for tatkal procedures to be revamped
1101,5,@RailMinIndia  TODAY I AM BOOK TO TICKET IRCTC SERVER IS NOT WORK TO SHOW TO SITE IS NOT RECHABLE WHY SITE IS NOT OPEN TO IN LAST TWO DAY,today i am book to ticket irctc server  not work to show to site  not rechable why site  not open to  last two day
1102,6,@SirDebasis @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia @Central_Railway Pure bullshit..,pure bullshit
1103,4,@RailMinIndia @nerailwaygkp train no. 12492 is delayed by more than 2 hr in between of Burwal junction to Gonda junction.,train no   delayed by more than  hr  between of burwal junction to gonda junction
1104,5,@sureshpprabhu @RailMinIndia I m from Kolkata but stuck in patna with my kids..not able to book tickets from tatkal quota even,i m from kolkata  stuck  patna with my kidsnot able to book tickets from tatkal quota even
1105,0,@sureshpprabhu @RailMinIndia No water supply in toilets and lavatory coach G 10 train no 12216. TTE helpless.PNR-8347396494,no water supply  toilets and lavatory coach g  train no  tte helplesspnr
1106,3,@RailMinIndia my pnr no.2217356121. pantry charging 20rs for water bottle which has printed rate of 15,my pnr no pantry charging rs for water bottle which has printed rate of
1107,5,"@RailMinIndia PNR 6153093742,TATKAL tick of RS 2196 for distance 231 Km &amp; traveled without BED ROLL.Attendant non cooperative and arrogant",pnr tatkal tick of rs  for distance  km amp traveled without bed rollattendant non cooperative and arrogant
1108,5,@RailMinIndia @sureshpprabhu my train ticket is this. Train time is 02.30am from sadulpur jn to shriganganagar jn.. https://t.co/tvV6FtP9FC,my train ticket  this train time  am from sadulpur jn to shriganganagar jn httpstcotvvftpfc
1109,6,RT @RailMinIndia: During April - November this financial an incremental loading of over 32 Million tonnes has been achieved. Againstâ¦ ,rt  during april  november this financial an incremental loading of over  million tonnes has been achieved against
1110,3,"@RailMinIndia @sureshpprabhu Please supply only rail neer or branded water in train and station both, vendor are charging Rs.20/bottle.",please supply only rail neer or branded water  train and station both vendor are charging rsbottle
1111,7,@surykantverma07   Kindly share PNR number.,kindly share pnr number
1112,4,@RailMinIndia train 12833 date 3.12.2017 is in correct time or delayed plz inform me because I got some msg but no update online,train  date    correct time or delayed plz inform me because i got some msg  no update online
1113,0,@RailMinIndia Hi. Train no 22639 Allepey express coach s9 toilet tap broken and not cleaned. Please take necessary action.  Thanks,hi train no  allepey express coach s toilet tap broken and not cleaned please take necessary action  thanks
1114,1,"@RailMinIndia @ShilpaDakle Sir, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC.",sir fir has been lodged by grppalghar vide crno  us  ipc
1115,6,@sureshpprabhu @RailMinIndia doing great work but the people needs more and the passengers also should help railways for cleanes  of coach,doing great work  the people needs more and the passengers also should help railways for cleanes  of coach
1116,0,@RailMinIndia AC of HA1 is not working in 12368 vikramshila express.. Drenched in sweat.. Please help!!!,ac of ha  not working   vikramshila express drenched  sweat please help
1117,3,@RailMinIndia @sureshpprabhu ji aaj Lucknow me water point start hua or aaj 11 baje se Lucknow station pr pani hi nhi h. Public pyasi.....,ji aaj lucknow me water point start hua or aaj  baje se lucknow station pr pani hi nhi h public pyasi
1118,4,@RailMinIndia @WesternRly adi-ptn dmu never comes on time. It always runs late by 01 hrs in noon. Consider our train as primary route.Thanks,adiptn dmu never comes on time it always runs late by  hrs  noon consider our train as primary routethanks
1119,5,@RailMinIndia Sir today i have gone to Palam Ticket Counter and ask for 3 ticket on different date they told me 1 ticket is issued for one,sir today i have gone to palam ticket counter and ask for  ticket on different date they told me  ticket  issued for one
1120,0,"@RailMinIndia @sureshpprabhu TRAIN NO 12177, PNR 6153059588,Train departed from HWH junction but water didnt filled in any boggy.No water.",train no  pnr train departed from hwh junction  water didnt filled  any boggyno water
1121,0,@RailMinIndia @sureshpprabhu snacks served in shatabdi from Ahmedabad to Mumbai not fresh. It's smelling. https://t.co/fuvrKtqFYj,snacks served  shatabdi from ahmedabad to mumbai not fresh its smelling httpstcofuvrktqfyj
1122,7,@Sunnykumarjee @Central_Railway @RailMinIndia For updated information please call 139.,for updated information please call
1123,4,@RailMinIndia @BhusavalDivn May I expect Reasons before I get down from this train at Thane or may I expect after câ¦ https://t.co/uMa1BYqksY,may i expect reasons before i get down from this train at thane or may i expect after c httpstcoumabyqksy
1124,5,@RailMinIndia Sir plz clarify if No Berth opted for a child passenger but half fare paid..Is the child entitled to meals like copassengers,sir plz clarify if no berth opted for a child passenger  half fare paidis the child entitled to meals like copassengers
1125,7,@drm_moradabad @DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia Matter has been already forward,matter has been already forward
1126,4,@RailMinIndia UTS application not working properly. Taking wrong birth Date. Nt giving alerts after expired of pass. Taking next days date.,uts application not working properly taking wrong birth date nt giving alerts after expired of pass taking next days date
1127,0,@RailMinIndia traveling from.amarpali express no water in toilet.called so many time 182 BT call nt https://t.co/uhxu0rwgca s7,traveling fromamarpali express no water  toiletcalled so many time  bt call nt httpstcouhxurwgca s
1128,7,RT @mmalavec: #Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn,rt  win  amazon booktour giveaway bookboost paranormal romance wolf shifter pnr emiliahartley httpstcomcgbsdxgn
1129,0,@drmvijayawada @RailMinIndia @RupSgsits @ed_eeg @drmsbc Sir same intimated to ongole platform electrical staff for rectification thank u,sir same intimated to ongole platform electrical staff for rectification thank u
1130,2,"@RailMinIndia  my mther suffering from cancer stge 4,have to go TMH MUMBAI.pls hlp me to get cnfrm brth PNR 2118329361, TN12138",my mther suffering from cancer stge have to go tmh mumbaipls hlp me to get cnfrm brth pnr  tn
1131,5,@RailMinIndia...13134 coach no. B1.....20-30 people without ticket are in this coach....jbrdsti baith rhe...tt ki bt v nhi man rhe...,coach no b people without ticket are  this coachjbrdsti baith rhett ki bt v nhi man rhe
1132,0,@RailMinIndia @DRMbhopal @IR_ENHM Thanks. Cleaning staff did not come till 04:40 then our train arrived anDwe left.â¦ https://t.co/ziKLV0Mr0y,thanks cleaning staff did not come till  then our train arrived andwe left httpstcoziklvmry
