Sentiment,SentimentText,Clean_text,predicted_sentiment,predicted_sentiment_score
5,@RailMinIndia Hello sir.myself a common man .I would like to bring to your notice it's high time for tatkal procedures to be revamped.,hello sirmyself common man i would like bring notice high time tatkal procedure revamped,POSITIVE,0.9701880812644958
5,@RailMinIndia  TODAY I AM BOOK TO TICKET IRCTC SERVER IS NOT WORK TO SHOW TO SITE IS NOT RECHABLE WHY SITE IS NOT OPEN TO IN LAST TWO DAY,today i am book to ticket irctc server is not work to show to site is not rechable why site is not open to in last two day,NEGATIVE,0.9975608587265015
6,@SirDebasis @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia @Central_Railway Pure bullshit..,pure bullshit,NEGATIVE,0.9994860887527466
4,@RailMinIndia @nerailwaygkp train no. 12492 is delayed by more than 2 hr in between of Burwal junction to Gonda junction.,train delayed hr burwal junction gonda junction,NEGATIVE,0.9972840547561646
5,@sureshpprabhu @RailMinIndia I m from Kolkata but stuck in patna with my kids..not able to book tickets from tatkal quota even,i kolkata stuck patna kidsnot able book ticket tatkal quota even,NEGATIVE,0.9986489415168762
0,@sureshpprabhu @RailMinIndia No water supply in toilets and lavatory coach G 10 train no 12216. TTE helpless.PNR-8347396494,no water supply toilet lavatory coach g train tte helplesspnr,NEGATIVE,0.9982330799102783
3,@RailMinIndia my pnr no.2217356121. pantry charging 20rs for water bottle which has printed rate of 15,pnr pantry charging r water bottle printed rate,NEGATIVE,0.9873396158218384
5,"@RailMinIndia PNR 6153093742,TATKAL tick of RS 2196 for distance 231 Km &amp; traveled without BED ROLL.Attendant non cooperative and arrogant",pnr tatkal tick rs distance km amp traveled without bed rollattendant non cooperative arrogant,NEGATIVE,0.9979758858680725
5,@RailMinIndia @sureshpprabhu my train ticket is this. Train time is 02.30am from sadulpur jn to shriganganagar jn.. https://t.co/tvV6FtP9FC,train ticket train time sadulpur jn shriganganagar jn httpstcotvvftpfc,NEGATIVE,0.9857432246208191
6,RT @RailMinIndia: During April - November this financial an incremental loading of over 32 Million tonnes has been achieved. Againstâ¦ ,rt during april november financial incremental loading million tonne achieved againstâ,NEGATIVE,0.9925286769866943
3,"@RailMinIndia @sureshpprabhu Please supply only rail neer or branded water in train and station both, vendor are charging Rs.20/bottle.",please supply rail neer branded water train station vendor charging rsbottle,NEGATIVE,0.9822921752929688
7,@surykantverma07   Kindly share PNR number.,kindly share pnr number,NEGATIVE,0.9836322069168091
4,@RailMinIndia train 12833 date 3.12.2017 is in correct time or delayed plz inform me because I got some msg but no update online,train date correct time delayed plz inform i got msg update online,NEGATIVE,0.9949010610580444
0,@RailMinIndia Hi. Train no 22639 Allepey express coach s9 toilet tap broken and not cleaned. Please take necessary action.  Thanks,hi train allepey express coach toilet tap broken cleaned please take necessary action thanks,NEGATIVE,0.9933940768241882
1,"@RailMinIndia @ShilpaDakle Sir, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC.",sir fir lodged grppalghar vide crno us ipc,NEGATIVE,0.995212197303772
6,@sureshpprabhu @RailMinIndia doing great work but the people needs more and the passengers also should help railways for cleanes  of coach,great work people need passenger also help railway cleanes coach,NEGATIVE,0.7200496196746826
0,@RailMinIndia AC of HA1 is not working in 12368 vikramshila express.. Drenched in sweat.. Please help!!!,ac ha working vikramshila express drenched sweat please help,NEGATIVE,0.9987199306488037
3,@RailMinIndia @sureshpprabhu ji aaj Lucknow me water point start hua or aaj 11 baje se Lucknow station pr pani hi nhi h. Public pyasi.....,ji aaj lucknow water point start hua aaj baje se lucknow station pr pani hi nhi h public pyasi,NEGATIVE,0.9907392263412476
4,@RailMinIndia @WesternRly adi-ptn dmu never comes on time. It always runs late by 01 hrs in noon. Consider our train as primary route.Thanks,adiptn dmu never come time it always run late hr noon consider train primary routethanks,NEGATIVE,0.9911106824874878
5,@RailMinIndia Sir today i have gone to Palam Ticket Counter and ask for 3 ticket on different date they told me 1 ticket is issued for one,sir today gone palam ticket counter ask ticket different date told ticket issued one,NEGATIVE,0.9885532855987549
0,"@RailMinIndia @sureshpprabhu TRAIN NO 12177, PNR 6153059588,Train departed from HWH junction but water didnt filled in any boggy.No water.",train no pnr train departed hwh junction water didnt filled boggyno water,NEGATIVE,0.998735249042511
0,@RailMinIndia @sureshpprabhu snacks served in shatabdi from Ahmedabad to Mumbai not fresh. It's smelling. https://t.co/fuvrKtqFYj,snack served shatabdi ahmedabad mumbai fresh its smelling httpstcofuvrktqfyj,NEGATIVE,0.9949865341186523
7,@Sunnykumarjee @Central_Railway @RailMinIndia For updated information please call 139.,for updated information please call,NEGATIVE,0.9768682718276978
4,@RailMinIndia @BhusavalDivn May I expect Reasons before I get down from this train at Thane or may I expect after câ¦ https://t.co/uMa1BYqksY,may i expect reasons i get train thane may i expect câ httpstcoumabyqksy,NEGATIVE,0.9973496198654175
5,@RailMinIndia Sir plz clarify if No Berth opted for a child passenger but half fare paid..Is the child entitled to meals like copassengers,sir plz clarify no berth opted child passenger half fare paidis child entitled meal like copassengers,NEGATIVE,0.9924288392066956
7,@drm_moradabad @DArpitBhargava @WesternRly @sureshpprabhu @PiyushGoyal @IndianRailMedia @RailMinIndia Matter has been already forward,matter already forward,POSITIVE,0.6824707984924316
4,@RailMinIndia UTS application not working properly. Taking wrong birth Date. Nt giving alerts after expired of pass. Taking next days date.,uts application working properly taking wrong birth date nt giving alert expired pas taking next day date,NEGATIVE,0.9996838569641113
0,@RailMinIndia traveling from.amarpali express no water in toilet.called so many time 182 BT call nt https://t.co/uhxu0rwgca s7,traveling fromamarpali express water toiletcalled many time bt call nt httpstcouhxurwgca,NEGATIVE,0.9854965806007385
7,RT @mmalavec: #Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn,rt win amazon booktour giveaway bookboost paranormal romance wolf shifter pnr emiliahartley httpstcomcgbsdxgn,NEGATIVE,0.9917504191398621
0,@drmvijayawada @RailMinIndia @RupSgsits @ed_eeg @drmsbc Sir same intimated to ongole platform electrical staff for rectification thank u,sir intimated ongole platform electrical staff rectification thank u,POSITIVE,0.9527602195739746
2,"@RailMinIndia  my mther suffering from cancer stge 4,have to go TMH MUMBAI.pls hlp me to get cnfrm brth PNR 2118329361, TN12138",mther suffering cancer stge go tmh mumbaipls hlp get cnfrm brth pnr tn,NEGATIVE,0.995263934135437
5,@RailMinIndia...13134 coach no. B1.....20-30 people without ticket are in this coach....jbrdsti baith rhe...tt ki bt v nhi man rhe...,coach b people without ticket coachjbrdsti baith rhett ki bt v nhi man rhe,NEGATIVE,0.9899096488952637
0,@RailMinIndia @DRMbhopal @IR_ENHM Thanks. Cleaning staff did not come till 04:40 then our train arrived anDwe left.â¦ https://t.co/ziKLV0Mr0y,thanks cleaning staff come till train arrived andwe leftâ httpstcoziklvmry,NEGATIVE,0.9911899566650391
3,@RailMinIndia ...dehradun station kae andar...rail neer ke jagah.....bisleri ka paani bik raha hai... please do something...,dehradun station kae andarrail neer ke jagahbisleri ka paani bik raha hai please something,NEGATIVE,0.8050265908241272
5,"@RailMinIndia Dear sir, Brother is a cancer patient,have to go Patna( 12394,3A) on 12 june ,plz sir confirm the WL ticket PNR-286-5202662",dear sir brother cancer patienthave go patna a june plz sir confirm wl ticket pnr,NEGATIVE,0.9256364107131958
0,@sureshpprabhu @RailMinIndia train 12807 S1 heavily soiled dirty toilets. Senior citizens facing problem. Train reaching lalitpur,train s heavily soiled dirty toilet senior citizen facing problem train reaching lalitpur,NEGATIVE,0.9982920289039612
7,@abhineet_hit  Kindly share PNR number. Matter forwarded to the concerned officials @Drmncrald @ed_eeg,kindly share pnr number matter forwarded concerned official,NEGATIVE,0.9940341114997864
3,@RailMinIndia railway is cheating public if anyone reserving from nzm to Bangalore and boarding in jhansi why catering charge  is from nzm,railway cheating public anyone reserving nzm bangalore boarding jhansi catering charge nzm,NEGATIVE,0.9982537627220154
6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/bACOZnpAQi,httpstcobacoznpaqi,NEGATIVE,0.9860069751739502
5,"@RailMinIndia hv bn tryin to buk tkts in tatkal quota,bt erytim witin 1mints all tkts usd to buk in any class.kndly prvnt unfair prctce.",hv bn tryin buk tkts tatkal quotabt erytim witin mint tkts usd buk classkndly prvnt unfair prctce,NEGATIVE,0.9982433319091797
0,@RailMinIndia @sureshpprabhu : No water in the S3 compartment of 22149 (Ers-Pune Express) train. Ticket PNR no. is 4631896219. Need help.,no water s compartment erspune express train ticket pnr need help,NEGATIVE,0.9957261085510254
1,a sweeper supposed to be thief but the matter is out of the passengers cntrl pnr 4512791357,sweeper supposed thief matter passenger cntrl pnr,NEGATIVE,0.9964783787727356
5,@RailMinIndia This is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from RANCHI POST OFFICE.,this bring yur notice bcoz agent r able book tatkal tkt ranchi post office,NEGATIVE,0.9983609318733215
0,@RailMinIndia sir railway parcel service tracking not working and we are not able to found out parcel status. I parcelled my bike sbc2ers.,sir railway parcel service tracking working able found parcel status i parcelled bike sbcers,NEGATIVE,0.9984784722328186
0,@RailMinIndia further train no 12583 is nt clean. Bathrooms are nt properly cleaned.In bathrooms ther is liquid soap 70 percent water mixed.,train nt clean bathrooms nt properly cleanedin bathroom ther liquid soap percent water mixed,NEGATIVE,0.9203400611877441
5,@yksharma1985 @RailMinIndia According to this PNR number 2138640781 your berth no. is RAC/S10/55 &amp; attended by on duty TTE,according pnr number berth racs amp attended duty tte,NEGATIVE,0.9825673699378967
5,@RailMinIndia Sir please resolve my issue of refund of PNR no.2759103001 I have not received my refund after &gt;100 days Kindly look into this,sir please resolve issue refund pnr i received refund gt day kindly look,NEGATIVE,0.9643269777297974
3,Selling tea of Rs. 10 instead of Rs. 7 and water bottle is selling of local company of Rs 20. PNR 6208706148â¦ https://t.co/d5HlFMqftU,selling tea rs instead rs water bottle selling local company rs pnr â httpstcodhlfmqftu,NEGATIVE,0.9929105639457703
7,"@RailMinIndia @MohdHussain77 Sir, thanks for calling us.",sir thanks calling u,POSITIVE,0.9930890202522278
7,@RailMinIndia my contact number is +919205535799Thanks,contact number thanks,NEGATIVE,0.9875996112823486
7,@RailMinIndia @irctceastzone 6506401270,,NEGATIVE,0.977502167224884
0,"@RailMinIndia Dear sir, I am traveling in awadh assam exp PNR 2817784641, there is no water in washroom and so dirty coach..",dear sir i traveling awadh assam exp pnr water washroom dirty coach,NEGATIVE,0.997300922870636
3,"@RailMinIndia @sureshpprabhu I am on 19061 Ramnagar Express An early morning train Without Pantry ,But Food facilities required .",i ramnagar express an early morning train without pantry but food facility required,POSITIVE,0.7097837924957275
4,"@sureshpprabhu @RailMinIndia PNR:6153238504 Train 1.5 hour late departure, Coach S8 brake chains not working. My brother fell, now injured.",pnr train hour late departure coach s brake chain working my brother fell injured,NEGATIVE,0.9980390667915344
6,@RailMinIndia @drmljn @ Thanks for support and quick action,thanks support quick action,POSITIVE,0.9987350106239319
1,"@RailMinIndia @gmwcrailway @drmkota Have lost my laptop bag in NZM INDB(12416)on 11jan15.PNR NO. 9742815095 &amp; FIR No.29/15,",have lost laptop bag nzm indbon janpnr no amp fir no,NEGATIVE,0.999530553817749
7,@abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia Matter advised to concerned official @SrdeechgAld for necessary action.,matter advised concerned official necessary action,NEGATIVE,0.975073516368866
5,"@sureshpprabhu @RailMinIndia pnr - 8347395011 partly cancelled on 31st may no refund issued, complaint ticket raised IRCTC#3496001 on 6thJun",pnr partly cancelled st may refund issued complaint ticket raised irctc thjun,NEGATIVE,0.9979918003082275
6,@sureshpprabhu @RailMinIndia @narendramodi Indian railway is improving its services. Thanks team railway.,indian railway improving service thanks team railway,POSITIVE,0.9995346069335938
6,RT @HariNYadav: #498aJailsInnocent ,rt ajailsinnocent,NEGATIVE,0.9777730107307434
1,"found a bag with no owner, police not taking any action pnr 4512791357",found bag owner police taking action pnr,NEGATIVE,0.9985107779502869
6,@RailMinIndia @eastcoastrail SBP div observed Intl. Level Crossing Awareness Day #ILCAD. Naukad Natak by Scout team https://t.co/gpuDaMLHiR,sbp div observed intl level crossing awareness day ilcad naukad natak scout team httpstcogpudamlhir,NEGATIVE,0.9830440878868103
2,@RailMinIndia TRAIN NUMBER 14523 BOGGIE AC B1 SEAT NUMBER 41 42 43 NEED DOCTOR HELP URGENTLY  PLEASE HELP ASAP MOBILE NUMBER 8400323260.,train number boggie ac b seat number need doctor help urgently please help asap mobile number,NEGATIVE,0.9939783811569214
6,@RailMinIndia @PMOIndia if railways can take such progressive steps then why can't agricultural n finance ministry,railway take progressive step cant agricultural n finance ministry,NEGATIVE,0.9846953749656677
7,@RailMinIndia @GM_NRly  @drmdelhi  @sureshpprabhu Concerned RPF staff/TTE on duty was informed in this concern for taking appropriate action,concerned rpf stafftte duty informed concern taking appropriate action,POSITIVE,0.9907393455505371
5,"@RailMinIndia  PNR-2646988021 I ws lkng fr lwr birth, but not alwd, wn brded lwr birth was empty, I trvld on lwr birth, why this happens",pnr i w lkng fr lwr birth alwd wn brded lwr birth empty i trvld lwr birth happens,NEGATIVE,0.9965816140174866
6,@WesternRly @DRMBRCWR @drmbct @RailMinIndia @PiyushGoyalOffc @PiyushGoyal We want passanger train between bharuch tâ¦ https://t.co/tEBXrWdYha,we want passanger train bharuch tâ httpstcotebxrwdyha,NEGATIVE,0.9926484227180481
6,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1â¦ https://t.co/OlzONbm5Bo,httpstcoolzonbmbo,NEGATIVE,0.9887046217918396
5,"@RailMinIndia @sureshpprabhu @gmwcrailway travelling from BPL to CWA due to urgent reasons, had 1 confirmed 3-tier AC ticket...",travelling bpl cwa due urgent reason confirmed tier ac ticket,NEGATIVE,0.986011266708374
0,"@RailMinIndia train no 12551 , b10,23 .here water is leaking from AC.  Please do the needful.",train b water leaking ac please needful,NEGATIVE,0.9957684278488159
6,RT @shreerangkhare: How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner wheâ¦ ,rt how respect people lost life elphinstone bridge they must remembered manner wheâ,NEGATIVE,0.9730737209320068
5,"@RailMinIndia @sureshpprabhu sir, i hv mistyped gender in tatkal ticket fr 2mrow. hw to crrct plz help.otrwise my monety will go in vain.",sir hv mistyped gender tatkal ticket fr mrow hw crrct plz helpotrwise monety go vain,NEGATIVE,0.9988695979118347
5,@RailMinIndia tryng to buk a ticket since 15 days for my old and ailing grndfather. agents askng 2k more for a sleeper ticket. what to do?,tryng buk ticket since day old ailing grndfather agent askng k sleeper ticket,NEGATIVE,0.9976369142532349
5,@RailMinIndia @DrmChennai @sureshpprabhu Booked bedsheets when ticket online bt. attendent not given.Trno.12269.Pnr.4740507848.S3/41&amp;44,booked bedsheets ticket online bt attendent giventrnopnrsamp,NEGATIVE,0.989174485206604
6,"@RailMinIndia @sureshpprabhu Rly's only retwets when it's all praises 4 them; when thr r qstns or info, nthng is rplied or retwtd, vry sad!!",rlys retwets praise thr r qstns info nthng rplied retwtd vry sad,NEGATIVE,0.9946756362915039
3,"@sureshpprabhu @RailMinIndia  sir i m in 12394 sampoorna kranti S2 48,catering team is doing coruption ...they r selling Rs15 item in Rs20",sir sampoorna kranti s catering team coruption r selling rs item rs,NEGATIVE,0.7283505201339722
0,"@sureshpprabhu @PMOIndia @RailMinIndia Sir, unable 2 sit in Gwl intercity express due to smell &amp; tempered seats. V poor experience. Pl help",sir unable sit gwl intercity express due smell amp tempered seat v poor experience pl help,NEGATIVE,0.998348593711853
0,@RailMinIndia @sureshpprabhu every where i see that how water is being wasted  in Railway st where is infrastructure https://t.co/mIWrUhzkwh,every see water wasted railway st infrastructure httpstcomiwruhzkwh,NEGATIVE,0.9977864027023315
0,@RailMinIndia I am travelling in 12436 DBRT Rajdhani Exp. No charging point on side lower/upper berth. This is not fair Very Bad Experience.,i travelling dbrt rajdhani exp no charging point side lowerupper berth this fair very bad experience,NEGATIVE,0.757312536239624
6,@RailMinIndia @sureshpprabhu   sir Plz improve your UTS services and support team also .. bcz  i cnt trf my ac to new ph no proper support.,sir plz improve uts service support team also bcz cnt trf ac new ph proper support,NEGATIVE,0.9979574680328369
3,@RailMinIndia pantry staff is not up to the mark in 12708 they are taking 20 rupees for water bottle and not giving back 5 rupees to yatri.,pantry staff mark taking rupee water bottle giving back rupee yatri,NEGATIVE,0.9901213645935059
4,@sureshpprabhu sir please review the time table of 14236 bnaras bareiley exp its become bullock cart and running 3 hrs late .@RailMinIndia,sir please review time table bnaras bareiley exp become bullock cart running hr late,NEGATIVE,0.9922399520874023
0,"@RailMinIndia @sureshpprabhu Madurai Jn ac waiting hall, paid service 10/- per hr 1 ac not working, other not enough https://t.co/dBZTwxHpDN",madurai jn ac waiting hall paid service per hr ac working enough httpstcodbztwxhpdn,NEGATIVE,0.9979479908943176
6,Check out Thief Catcher on The Prolific Reader! #instafreebie #freebook #whattoread #pnr https://t.co/jB0Hts5o8J https://t.co/brSUrxmByu,check thief catcher the prolific reader instafreebie freebook whattoread pnr httpstcojbhtsoj httpstcobrsurxmbyu,NEGATIVE,0.9892521500587463
4,"@sureshpprabhu @RailMinIndia Another tweet, same issue, Why train # 12411 is delayed at Ludhiana every single day by 35-40 mins. Today again",another tweet issue why train delayed ludhiana every single day min today,NEGATIVE,0.9970501661300659
6,@niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmnedâ¦ https://t.co/6u0NSeNxDv,httpstcounsenxdv,NEGATIVE,0.9851592183113098
3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 RE not working. Plz check MCB DOWN https://t.co/eP71zwSkHv,water cooler platform re working plz check mcb down httpstcoepzwskhv,NEGATIVE,0.9996156692504883
5,@RailMinIndia @sureshpprabhu sir we have booked tickets in mahanagri exp..but my mom is alone in s8 n we r in s3 ...pls help..,sir booked ticket mahanagri expbut mom alone n r pls help,NEGATIVE,0.9932734966278076
2,"@RailMinIndia need medical assistance for a child travelling in train no 15097, coach no- B2,CONTACT NO-9469269631",need medical assistance child travelling train coach bcontact no,NEGATIVE,0.9911020994186401
6,@leomanojc @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Bes1TzmXoI,httpstcobestzmxoi,NEGATIVE,0.9910525679588318
3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe food https://t.co/VZEzNLwutr,train c found fly food unhygenic unsafe food httpstcovzeznlwutr,NEGATIVE,0.9978771209716797
0,"fan's speed not decreasing , we need help pnr 4512791357",fan speed decreasing need help pnr,NEGATIVE,0.9804819226264954
3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/DFog53q7Pk,vendor simply overcharging charging r instead r printed mrp httpstcodfogqpk,NEGATIVE,0.9994966983795166
7,@RailMinIndia @BannaDipaksa SSE Telecom at MSH will be send tomorrow  dt 03/12/2017.,sse telecom msh send tomorrow dt,NEGATIVE,0.9642813205718994
3,"@RailMinIndia, @sureshpprabhu, Sir, Comesum h Nizamuddin has served spoiled food today evening, they should be penalise, pl check &amp; do nedfl",sir comesum h nizamuddin served spoiled food today evening penalise pl check amp nedfl,NEGATIVE,0.9852398633956909
4,"train is at halt for the last 4.5 hrs amidst of jungle, wt the fkk is happening??? pnr 4512791357",train halt last hr amidst jungle wt fkk happening pnr,NEGATIVE,0.9917051792144775
5,@sureshpprabhu @RailMinIndia cant able to book tatkal ticket from pnbe to hwh. But only unauthorized agent can book...need help,cant able book tatkal ticket pnbe hwh but unauthorized agent bookneed help,NEGATIVE,0.9800803661346436
6,Mischief Bundle - #KindleCountdown Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica  #Erotica #Booklovers #LPRTGâ¦ https://t.co/wghZsGZszU,mischief bundle kindlecountdown sale story bundle ff amp mf pnr erotica erotica booklovers lprtgâ httpstcowghzsgzszu,NEGATIVE,0.9934284090995789
3,@RailMinIndia @sureshpprabhu  But it is not at all impressive to see the pantryman with tip collection tray in Rajdhanis. Imagine same in AI,but impressive see pantryman tip collection tray rajdhanis imagine ai,NEGATIVE,0.9964650869369507
5,@RailMinIndia:awaiting refund for pnr 6447664244 frm 7 month.plz help.,awaiting refund pnr frm monthplz help,NEGATIVE,0.9876060485839844
0,@sureshpprabhu @RailMinIndia : Meerut City Station Platform 2/3 are relatively dirty. Sweeping required. https://t.co/AwQUu355e1,meerut city station platform relatively dirty sweeping required httpstcoawquue,NEGATIVE,0.9964231848716736
5,@sureshpprabhu @RailMinIndia PNR is 2544989573. Many Thanks beforehand !!,pnr many thanks beforehand,POSITIVE,0.9974728226661682
4,@RailMinIndia @sureshpprabhu there is huge problm of chain pulling on delhi Udz #chetakexpress &amp; got late always plz look into this.,huge problm chain pulling delhi udz chetakexpress amp got late always plz look,NEGATIVE,0.9619969725608826
6,@RailMinIndia Thanks a lot Indian Railways the query has been resolved....really Mera desh badal raha hai.Namo namo,thanks lot indian railways query resolvedreally mera desh badal raha hainamo namo,POSITIVE,0.9333996176719666
4,@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late..,train rescheduled still departits sadalready hr late,NEGATIVE,0.9848967790603638
5,@RailMinIndia @IRCTC_Ltd Using IRCTC tatkal service ruined my journey. Poor server response.  Website hang/not open Toady for 45 min,using irctc tatkal service ruined journey poor server response website hangnot open toady min,NEGATIVE,0.9998015761375427
0,@RailMinIndia in train18234 coach s5 seat no6 fan not working. Plz help,train coach seat fan working plz help,NEGATIVE,0.9977370500564575
0,"@RailMinIndia Window glass are not at all visible, pls get this clean urgently,PNR:6352386558,TRAIN:18030,DOJ:08-06-16,2A,PKU-LTT,Dep:16:35",window glass visible pls get clean urgentlypnrtraindojapkulttdep,NEGATIVE,0.998961329460144
6,@RailMinIndia Announcement done !!!,announcement done,NEGATIVE,0.9776288866996765
1,"copassenger playing loud music , not obeying the tt too, sort it out pnr 4512791357",copassenger playing loud music obeying tt sort pnr,NEGATIVE,0.9973658919334412
3,"@RailMinIndia Getting a #tatkal AC ticket 4m Pune 2 Bhubaneswar, vice-versa is very much difficult via @IRCATERING website @sureshpprabhu",getting tatkal ac ticket pune bhubaneswar viceversa much difficult via website,NEGATIVE,0.998734176158905
4,@RailMinIndia plz continue train no 14307-14308,plz continue train,NEGATIVE,0.9799965620040894
5,@RailMinIndia Please charge cancellation fee with a logical algorithm. 760 INR for cancelling a ticket within 15 minutes is outrageous!!,please charge cancellation fee logical algorithm inr cancelling ticket within minute outrageous,POSITIVE,0.8930877447128296
5,@DRMbhopal An aged lady has been alloted upper berth in 22911. PNR no. 8553362063. Kindly see if any modifications possible.,an aged lady alloted upper berth pnr kindly see modification possible,NEGATIVE,0.9601003527641296
7,@RailMinIndia @soorajkumarv @GMSRailway Noted informed concerned department,noted informed concerned department,POSITIVE,0.9735493063926697
3,@RailMinIndia spreading foodfor service at washdoors incoaches persistingin rajdhanitoo.litterbinwith foodresidues kept closebyalso.stopit,spreading foodfor service washdoors incoaches persistingin rajdhanitoolitterbinwith foodresidues kept closebyalsostopit,NEGATIVE,0.9982870221138
4,"@RailMinIndia Maveli Express is always late by 30 to 60 minutes and Ernakulam,  this is being noted for an year. https://t.co/MEbiSmJduq",maveli express always late minute ernakulam noted year httpstcomebismjduq,NEGATIVE,0.8980125188827515
6,@sureshpprabhu @RailMinIndia  I would like to thank your team for giving me such a wonderful experience of train travel. Salute to good work,i would like thank team giving wonderful experience train travel salute good work,POSITIVE,0.9998524188995361
0,@RailMinIndia No hygiene in Secunderabad-Gorakhpur train. All train smelling bad.Toilets are not maintained.,no hygiene secunderabadgorakhpur train all train smelling badtoilets maintained,NEGATIVE,0.9996219873428345
5,"@RailMinIndia  @IRCTC_Ltd  HV cancelled  tkt on May,27,2016 PNR 8647308131  Refund amount of Rs.3790 received today. Thank U.TDR payment ?",hv cancelled tkt may pnr refund amount rs received today thank utdr payment,NEGATIVE,0.9942517280578613
5,@RailMinIndia Talk to RPF head quater I am satisfied that they will provide full protection of Tatkal reservation counter to general people.,talk rpf head quater i satisfied provide full protection tatkal reservation counter general people,POSITIVE,0.9764501452445984
3,@RailMinIndia IRLRO Welcomes decision on stn baby food stalls but r babies safe with drivers running trains w/o time for foodRefNaturalcall,irlro welcomes decision stn baby food stall r baby safe driver running train wo time foodrefnaturalcall,NEGATIVE,0.9659921526908875
2,"two copassengers fought brutally, 1 got a head injury.1!! His  pnr 4512791357",two copassengers fought brutally got head injury his pnr,NEGATIVE,0.9893180727958679
7,@sureshpprabhu  @RailMinIndia  The cleanliness feedback overphone is appreciated.But feedback for which station is not clearly mentioned.1/2,the cleanliness feedback overphone appreciatedbut feedback station clearly mentioned,NEGATIVE,0.9773896336555481
0,@RailMinIndia There is very slow Air conditioning in 3AC coach no. BE1 . train - 19269 Porbandar-Motihari PNR 8247039410,there slow air conditioning ac coach be train porbandarmotihari pnr,NEGATIVE,0.9977701902389526
5,"@RailMinIndia Paid 200 bribe 2 T.c when T.c askd fr ticket, T.c didnt gav any recipt ,train 12565 S5 nxt stp ND https://t.co/bP2VJdxWoV",paid bribe tc tc askd fr ticket tc didnt gav recipt train s nxt stp nd httpstcobpvjdxwov,NEGATIVE,0.996208906173706
0,"@RailMinIndia @sureshpprabhu @DrmDnr Its a shame dat  despite of instructions from GM,Patna rail administration is idle in cleaning dis mesh",its shame dat despite instruction gmpatna rail administration idle cleaning dis mesh,NEGATIVE,0.9990280866622925
1,"@RailMinIndia @prakashroshan20 Sir, u r mobile phone could not be traced.Pl lodge missing report with GRP.",sir u r mobile phone could tracedpl lodge missing report grp,NEGATIVE,0.9986705780029297
6,@SirDebasis @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/cImqnkJTwC,httpstcocimqnkjtwc,NEGATIVE,0.9848513007164001
1,"@RailMinIndia @ShilpaDakle Mam, FIR has been lodged by GRP/Palghar vide Cr.No. 10/16 U/S 379 IPC.",mam fir lodged grppalghar vide crno us ipc,NEGATIVE,0.9957541227340698
2,@RailMinIndia we all are in rac pnr no. 6352836568.....have 2 children and 1 medical practice.... all waiting list... need help...,rac pnr child medical practice waiting list need help,NEGATIVE,0.9950173497200012
6,@NitinSubudhi @RailMinIndia @PiyushGoyal 4 paise legally sahi daam pe bech ke bhi kamay jaa sakte hai.,paisa legally sahi daam pe bech ke bhi kamay jaa sakte hai,NEGATIVE,0.9906332492828369
4,@RailMinIndia 19916 intercity exp mg is getting late each day. It is requested to make the stoppage of every exp train at 8 am,intercity exp mg getting late day it requested make stoppage every exp train,NEGATIVE,0.9920026063919067
0,@RailMinIndia @sureshpprabhu  dhauli worst train.12822 coach C1 ac not wrkng. refund money .why is this coach even there when ac nt working?,dhauli worst train coach c ac wrkng refund money coach even ac nt working,NEGATIVE,0.9991224408149719
1,@RailMinIndia 2 persons with weapon robbed me in GawhatiExpress.I lost my Iphone6.i got all the details with proofs of the robberer.helpme,person weapon robbed gawhatiexpressi lost iphonei got detail proof robbererhelpme,NEGATIVE,0.9997045397758484
5,"@RailMinIndia @sureshpprabhu I Booked TDR on Feb 22, 2016 against Ticket PNR No 6652029847 and i had not got any response till today.",i booked tdr feb ticket pnr no got response till today,NEGATIVE,0.9972158670425415
